"","Assay","OlinkID","UniProt","Panel","estimate","Healthy Control","Sporadic","statistic","p.value","parameter","conf.low","conf.high","method","alternative","Adjusted_pval","Threshold","Comparison","EVENT_ID","RBD +/- Hyposomia"
"26","FGF5","OID20490","P12034","Inflammation",-0.928937771739131,3.28414347826087,4.21308125,-3.03412892300572,0.00613062090254356,21.8155541338285,-1.56419220172011,-0.293683341758154,"Welch Two Sample t-test","two.sided",0.0801171579957022,"Non-significant","Healthy Control vs Sporadic","V08",NA
"27","NPPC","OID20568","P23582","Inflammation",0.310887797619047,6.16590208333333,5.85501428571429,3.06579952324129,0.00650375836192505,18.5054773158325,0.0982598863393756,0.523515708898719,"Welch Two Sample t-test","two.sided",0.0801171579957022,"Non-significant","Healthy Control vs Sporadic","V08",NA
"28","PAPPA","OID20421","Q13219","Inflammation",-0.406133967391304,0.625284782608696,1.03141875,-2.89568171305747,0.00661737196163598,33.4799704218992,-0.691329675769746,-0.120938259012863,"Welch Two Sample t-test","two.sided",0.0801171579957022,"Non-significant","Healthy Control vs Sporadic","V08",NA
"29","IL1B","OID20427","P01584","Inflammation",-0.346776358695652,-0.818282608695652,-0.47150625,-2.91635658912372,0.00668262225829149,29.6819243856626,-0.589726823674852,-0.103825893716453,"Welch Two Sample t-test","two.sided",0.0801171579957022,"Non-significant","Healthy Control vs Sporadic","V08",NA
"30","ARNT","OID20432","P27540","Inflammation",0.719870923913043,0.566502173913043,-0.15336875,3.02200957346458,0.00687361266119328,19.4806428588529,0.222124316177673,1.21761753164841,"Welch Two Sample t-test","two.sided",0.0801171579957022,"Non-significant","Healthy Control vs Sporadic","V08",NA
"31","SPRY2","OID20475","O43597","Inflammation",-0.933877717391304,1.8997347826087,2.8336125,-2.96559376547187,0.00691722322313216,23.0480484493759,-1.58523140008932,-0.282524034693286,"Welch Two Sample t-test","two.sided",0.0801171579957022,"Non-significant","Healthy Control vs Sporadic","V08",NA
"32","SKAP2","OID20761","O75563","Inflammation",-1.18786075757576,-3.27863409090909,-2.09077333333333,-2.99913942213421,0.00696670939093062,20.4689141365901,-2.01283080248215,-0.362890712669367,"Welch Two Sample t-test","two.sided",0.0801171579957022,"Non-significant","Healthy Control vs Sporadic","V08",NA
"33","NFATC1","OID20545","O95644","Inflammation",-0.34569375,-1.13324375,-0.78755,-2.90126514775458,0.00737077234181649,26.6033030315206,-0.590345713797214,-0.101041786202787,"Welch Two Sample t-test","two.sided",0.0821952794481354,"Non-significant","Healthy Control vs Sporadic","V08",NA
"34","CTSC","OID20679","P53634","Inflammation",-0.439014090909091,3.98726590909091,4.42628,-2.85269463605303,0.00759712821761489,31.471864376348,-0.752693423078995,-0.125334758739188,"Welch Two Sample t-test","two.sided",0.0822277407083024,"Non-significant","Healthy Control vs Sporadic","V08",NA
"35","GALNT3","OID20471","Q14435","Inflammation",-0.453082880434783,-1.59083913043478,-1.13775625,-2.85566287653335,0.00830811421937616,26.1261810027703,-0.779138991121428,-0.127026769748138,"Welch Two Sample t-test","two.sided",0.085815215948115,"Non-significant","Healthy Control vs Sporadic","V08",NA
"36","PRDX5","OID20644","P30044","Inflammation",-0.908185505319148,-4.40320425531915,-3.49501875,-2.89933486879211,0.00853661366489279,21.1510453853186,-1.55931906481447,-0.257051945823826,"Welch Two Sample t-test","two.sided",0.085815215948115,"Non-significant","Healthy Control vs Sporadic","V08",NA
"37","TLR3","OID20612","O15455","Inflammation",-0.82686329787234,0.74676170212766,1.573625,-2.89090205709843,0.00862816029913113,21.4244120931531,-1.42096318051769,-0.232763415226994,"Welch Two Sample t-test","two.sided",0.085815215948115,"Non-significant","Healthy Control vs Sporadic","V08",NA
"38","IL17F","OID20456","Q96PD4","Inflammation",-0.298373369565217,-0.653210869565217,-0.3548375,-2.71816161626952,0.00888215033861365,52.3423509589277,-0.518609269563642,-0.0781374695667929,"Welch Two Sample t-test","two.sided",0.0860166138055217,"Non-significant","Healthy Control vs Sporadic","V08",NA
"39","PNPT1","OID20445","Q8TCS8","Inflammation",0.726292934782609,-0.235669565217391,-0.9619625,2.84920992071003,0.00944435272651639,21.5716655857124,0.197032067016588,1.25555380254863,"Welch Two Sample t-test","two.sided",0.0869247789354072,"Non-significant","Healthy Control vs Sporadic","V08",NA
"40","AGRP","OID20658","O00253","Inflammation",-1.30288962765957,-1.84410212765957,-0.5412125,-2.86027853519503,0.00960424421173132,20.2178124411539,-2.25241405366041,-0.353365201658736,"Welch Two Sample t-test","two.sided",0.0869247789354072,"Non-significant","Healthy Control vs Sporadic","V08",NA
"41","HCLS1","OID20648","P14317","Inflammation",-0.910443085106382,-4.68926808510638,-3.778825,-2.78285579024505,0.00983988406198504,26.323944603295,-1.58253049129546,-0.238355678917301,"Welch Two Sample t-test","two.sided",0.0869247789354072,"Non-significant","Healthy Control vs Sporadic","V08",NA
"42","LRRN1","OID20438","Q6UXK5","Inflammation",-0.814692934782609,0.891169565217391,1.7058625,-2.80336550840515,0.0101395025123521,22.8116685295107,-1.41614535934991,-0.213240510215308,"Welch Two Sample t-test","two.sided",0.0869247789354072,"Non-significant","Healthy Control vs Sporadic","V08",NA
"43","ALDH3A1","OID20512","P30838","Inflammation",0.991625,1.792075,0.80045,2.9183003891995,0.0101569714516916,15.7937129824744,0.270525552461651,1.71272444753835,"Welch Two Sample t-test","two.sided",0.0869247789354072,"Non-significant","Healthy Control vs Sporadic","V08",NA
"44","SH2D1A","OID20514","O60880","Inflammation",0.396756547619048,-0.849279166666667,-1.24603571428571,2.78546036905339,0.0113175180098862,20.2904387754071,0.0999076434140913,0.693605451824004,"Welch Two Sample t-test","two.sided",0.0932692425509486,"Non-significant","Healthy Control vs Sporadic","V08",NA
"45","IRAK4","OID20577","Q9NWZ3","Inflammation",-0.612206845238095,-1.78523541666667,-1.17302857142857,-2.71356345724294,0.011819187451531,25.2588878936115,-1.07661782027505,-0.147795870201144,"Welch Two Sample t-test","two.sided",0.0932692425509486,"Non-significant","Healthy Control vs Sporadic","V08",NA
"46","PDGFB","OID20741","P01127","Inflammation",-1.05034424242424,-5.28419090909091,-4.23384666666667,-2.72081394104664,0.0122019039195552,22.9525213900092,-1.84902117750631,-0.251667307342176,"Welch Two Sample t-test","two.sided",0.0932692425509486,"Non-significant","Healthy Control vs Sporadic","V08",NA
"47","DNAJA2","OID20627","O60884","Inflammation",-1.32636808510638,-0.090268085106383,1.2361,-2.74475176629488,0.0122914511573461,20.5536170551692,-2.33264692431072,-0.32008924590205,"Welch Two Sample t-test","two.sided",0.0932692425509486,"Non-significant","Healthy Control vs Sporadic","V08",NA
"48","PTPN6","OID20717","P29350","Inflammation",-0.663322121212121,-2.22529545454545,-1.56197333333333,-2.73107156453017,0.0124564256299245,21.1775836395849,-1.16816054816434,-0.158483694259901,"Welch Two Sample t-test","two.sided",0.0932692425509486,"Non-significant","Healthy Control vs Sporadic","V08",NA
"49","C1QA","OID20654","P02745","Inflammation",-0.560099335106383,-2.36216808510638,-1.80206875,-2.68064805182319,0.0129626696116046,24.4242022361646,-0.990937940256406,-0.12926072995636,"Welch Two Sample t-test","two.sided",0.0932692425509486,"Non-significant","Healthy Control vs Sporadic","V08",NA
"50","NUDC","OID20623","Q9Y266","Inflammation",-0.602366223404255,-3.92927872340426,-3.3269125,-2.675866855071,0.0130454348598095,24.6609133840324,-1.06631381321025,-0.138418633598257,"Welch Two Sample t-test","two.sided",0.0932692425509486,"Non-significant","Healthy Control vs Sporadic","V08",NA
"51","GMPR","OID20641","P36959","Inflammation",-0.21621210106383,-1.21868085106383,-1.00246875,-2.68290985149749,0.0132799619145731,23.012826414655,-0.382917297787383,-0.0495069043402765,"Welch Two Sample t-test","two.sided",0.0932692425509486,"Non-significant","Healthy Control vs Sporadic","V08",NA
"52","MATN2","OID20767","O00339","Inflammation",-0.655650757575758,1.82811590909091,2.48376666666667,-2.64873043463471,0.0133888384312524,26.7380845061219,-1.1637814036184,-0.147520111533117,"Welch Two Sample t-test","two.sided",0.0932692425509486,"Non-significant","Healthy Control vs Sporadic","V08",NA
"53","TGFB1","OID20621","P01137","Inflammation",-0.441007579787234,-3.20176382978723,-2.76075625,-2.71290450473626,0.013432798519566,19.8994596611773,-0.7802099887021,-0.101805170872368,"Welch Two Sample t-test","two.sided",0.0932692425509486,"Non-significant","Healthy Control vs Sporadic","V08",NA
"54","ESM1","OID20758","Q9NQ30","Inflammation",-1.05024666666667,1.2908,2.34104666666667,-2.66252445421606,0.014310353479547,21.7383160799312,-1.86886805669078,-0.231625276642552,"Welch Two Sample t-test","two.sided",0.0975224088976537,"Non-significant","Healthy Control vs Sporadic","V08",NA
"55","ADA","OID20645","P00813","Inflammation",-0.802172872340426,-0.539697872340426,0.262475,-2.61126323140802,0.0150651591648337,24.8812966535515,-1.43501052830155,-0.1693352163793,"Welch Two Sample t-test","two.sided",0.0980891423873403,"Non-significant","Healthy Control vs Sporadic","V08",NA
"56","IL20","OID20453","Q9NYY1","Inflammation",0.60425652173913,-0.252643478260869,-0.8569,2.61156499290055,0.0152289490316435,24.2454240216799,0.1269731837736,1.08153985970466,"Welch Two Sample t-test","two.sided",0.0980891423873403,"Non-significant","Healthy Control vs Sporadic","V08",NA
"57","SERPINB8","OID20630","P50452","Inflammation",-0.751549867021277,-1.03999361702128,-0.28844375,-2.63152301836325,0.015321982371892,21.764316780681,-1.34420977514378,-0.15888995889877,"Welch Two Sample t-test","two.sided",0.0980891423873403,"Non-significant","Healthy Control vs Sporadic","V08",NA
"58","MGLL","OID20711","Q99685","Inflammation",-1.03344272727273,-3.87312272727273,-2.83968,-2.64549274836382,0.0154597017893091,20.1417390002239,-1.84794190184619,-0.21894355269926,"Welch Two Sample t-test","two.sided",0.0980891423873403,"Non-significant","Healthy Control vs Sporadic","V08",NA
"59","IDS","OID20619","P22304","Inflammation",-0.169630585106383,0.558631914893617,0.7282625,-2.57536867327941,0.0159215004616731,26.5275811285894,-0.304890236017714,-0.0343709341950523,"Welch Two Sample t-test","two.sided",0.0993069859304359,"Non-significant","Healthy Control vs Sporadic","V08",NA
"60","CXCL17","OID20622","Q6UXB2","Inflammation",-0.408869680851064,-5.27954468085106,-4.870675,-2.58218908426092,0.0164834983869281,23.5561334551643,-0.735998242592149,-0.0817411191099784,"Welch Two Sample t-test","two.sided",0.0996047932903859,"Non-significant","Healthy Control vs Sporadic","V08",NA
"61","SCRN1","OID20542","Q12765","Inflammation",-0.7289125,-0.2891625,0.43975,-2.62527266009856,0.0168392692438469,18.6297943291401,-1.31082764645661,-0.146997353543393,"Welch Two Sample t-test","two.sided",0.0996047932903859,"Non-significant","Healthy Control vs Sporadic","V08",NA
"62","LSP1","OID20530","P33241","Inflammation",-0.443466666666667,-3.19161666666667,-2.74815,-2.50553656125188,0.0175462453512649,31.784654823047,-0.804088873163785,-0.082844460169548,"Welch Two Sample t-test","two.sided",0.0996047932903859,"Non-significant","Healthy Control vs Sporadic","V08",NA
"63","BID","OID20517","P55957","Inflammation",-1.22549285714286,-3.23555,-2.01005714285714,-2.5777677317833,0.0175842196850146,20.9115965324593,-2.2144136451627,-0.236572069123014,"Welch Two Sample t-test","two.sided",0.0996047932903859,"Non-significant","Healthy Control vs Sporadic","V08",NA
"64","EGF","OID20698","P01133","Inflammation",-0.455924242424242,-3.65709090909091,-3.20116666666667,-2.50647734915034,0.0180334259059226,29.0907983101733,-0.827897830026027,-0.0839506548224582,"Welch Two Sample t-test","two.sided",0.0996047932903859,"Non-significant","Healthy Control vs Sporadic","V08",NA
"65","HPCAL1","OID20615","P37235","Inflammation",-0.738573404255319,-4.15352340425532,-3.41495,-2.58543078663771,0.0180913153887894,19.0995794010342,-1.33627131732276,-0.140875491187877,"Welch Two Sample t-test","two.sided",0.0996047932903859,"Non-significant","Healthy Control vs Sporadic","V08",NA
"66","ERBB3","OID20705","P21860","Inflammation",-0.55956803030303,2.29833863636364,2.85790666666667,-2.53517113058422,0.0184816785922337,23.0471802803149,-1.01611455004571,-0.103021510560348,"Welch Two Sample t-test","two.sided",0.0996047932903859,"Non-significant","Healthy Control vs Sporadic","V08",NA
"67","IL15","OID20562","P40933","Inflammation",-0.712613095238095,-0.0302916666666667,0.682321428571429,-2.57570354173637,0.0186822317308399,18.6787322150231,-1.29235937911262,-0.132866811363567,"Welch Two Sample t-test","two.sided",0.0996047932903859,"Non-significant","Healthy Control vs Sporadic","V08",NA
"68","SPINT2","OID20720","O43291","Inflammation",0.325570606060606,6.39857727272727,6.07300666666667,2.51558944567634,0.018866366655543,24.3709108739634,0.058673342918116,0.592467869203096,"Welch Two Sample t-test","two.sided",0.0996047932903859,"Non-significant","Healthy Control vs Sporadic","V08",NA
"69","ANXA11","OID20583","P50995","Inflammation",-0.859255357142857,-1.7343625,-0.875107142857143,-2.56491729653811,0.0190625237582271,18.7774491593231,-1.56098788224876,-0.157522832036958,"Welch Two Sample t-test","two.sided",0.0996047932903859,"Non-significant","Healthy Control vs Sporadic","V08",NA
"70","IL17D","OID20481","Q8TAD2","Inflammation",-0.675464402173913,4.45020434782609,5.12566875,-2.46541193677281,0.0199434201542428,28.5703108794276,-1.23617510899848,-0.114753695349347,"Welch Two Sample t-test","two.sided",0.0996047932903859,"Non-significant","Healthy Control vs Sporadic","V08",NA
"71","PRSS8","OID20763","Q16651","Inflammation",-0.694462878787879,1.01317045454545,1.70763333333333,-2.47194425232068,0.020575591507032,25.0723227614083,-1.27298074096056,-0.115945016615202,"Welch Two Sample t-test","two.sided",0.0996047932903859,"Non-significant","Healthy Control vs Sporadic","V08",NA
"72","NFASC","OID20634","O94856","Inflammation",-0.215792420212766,2.48536382978723,2.70115625,-2.4347498611115,0.0206313342384975,32.1409231833654,-0.396295235285543,-0.0352896051399886,"Welch Two Sample t-test","two.sided",0.0996047932903859,"Non-significant","Healthy Control vs Sporadic","V08",NA
"73","IL16","OID20633","Q14005","Inflammation",-0.297021808510639,-4.50934680851064,-4.212325,-2.50485045770782,0.0209562044508361,20.1233203829665,-0.544275417689265,-0.0497681993320125,"Welch Two Sample t-test","two.sided",0.0996047932903859,"Non-significant","Healthy Control vs Sporadic","V08",NA
"74","TIMP3","OID20684","P35625","Inflammation",-2.43901666666667,-0.70545,1.73356666666667,-2.51367485952097,0.0209781374798512,19.2766782177831,-4.46790511916534,-0.410128214167995,"Welch Two Sample t-test","two.sided",0.0996047932903859,"Non-significant","Healthy Control vs Sporadic","V08",NA
"75","MAPK9","OID20557","P45984","Inflammation",0.394304464285714,-1.50643125,-1.90073571428571,2.49229333886913,0.0211189801811228,21.0182558310216,0.0653072130877686,0.72330171548366,"Welch Two Sample t-test","two.sided",0.0996047932903859,"Non-significant","Healthy Control vs Sporadic","V08",NA
"76","CXCL1","OID20762","P09341","Inflammation",-1.27795681818182,0.945243181818182,2.2232,-2.48275435080149,0.021195519470551,21.8808337603863,-2.34578592156431,-0.210127714799326,"Welch Two Sample t-test","two.sided",0.0996047932903859,"Non-significant","Healthy Control vs Sporadic","V08",NA
"77","FCAR","OID20564","P24071","Inflammation",-0.614730357142857,-1.8543875,-1.23965714285714,-2.46336184591588,0.0212972208212268,24.0653313268708,-1.12970092775513,-0.0997597865305801,"Welch Two Sample t-test","two.sided",0.0996047932903859,"Non-significant","Healthy Control vs Sporadic","V08",NA
"78","SPON1","OID20759","Q9HCB6","Inflammation",-0.67648,2.1078,2.78428,-2.43627600884627,0.0213742288823928,28.3274072363445,-1.24496455260007,-0.107995447399929,"Welch Two Sample t-test","two.sided",0.0996047932903859,"Non-significant","Healthy Control vs Sporadic","V08",NA
"79","PLA2G4A","OID20685","P47712","Inflammation",-0.26565196969697,-1.33103863636364,-1.06538666666667,-2.40369476871445,0.0213825507335339,36.8152133555182,-0.489621017655366,-0.0416829217385734,"Welch Two Sample t-test","two.sided",0.0996047932903859,"Non-significant","Healthy Control vs Sporadic","V08",NA
"80","ITGA11","OID20581","Q9UKX5","Inflammation",-0.280666666666667,-3.90836666666667,-3.6277,-2.39385486531275,0.0221252187835799,35.2475633669665,-0.518626206835314,-0.0427071264980201,"Welch Two Sample t-test","two.sided",0.101776006404467,"Non-significant","Healthy Control vs Sporadic","V08",NA
"81","NCF2","OID20567","P19878","Inflammation",-0.869750595238095,-6.08197916666667,-5.21222857142857,-2.48301136124511,0.0227575918398316,18.5953992968316,-1.60397738329245,-0.13552380718374,"Welch Two Sample t-test","two.sided",0.103392516013062,"Non-significant","Healthy Control vs Sporadic","V08",NA
"82","CCL22","OID20765","O00626","Inflammation",-1.53682863636364,-7.10338863636364,-5.56656,-2.46271581635289,0.0235060415366668,19.013704767809,-2.8428917913527,-0.230765481374568,"Welch Two Sample t-test","two.sided",0.104572950493803,"Non-significant","Healthy Control vs Sporadic","V08",NA
"83","CRKL","OID20742","P46109","Inflammation",-0.996829090909091,-0.517109090909091,0.47972,-2.44247730439969,0.0237718105048798,20.4547802666075,-1.84694518787588,-0.146712993942306,"Welch Two Sample t-test","two.sided",0.104572950493803,"Non-significant","Healthy Control vs Sporadic","V08",NA
"84","TNFRSF11A","OID20646","Q9Y6Q6","Inflammation",-0.736648936170213,-0.0861489361702128,0.6505,-2.41818189337544,0.0239539821829231,22.9138730989545,-1.36695364448684,-0.106344227853582,"Welch Two Sample t-test","two.sided",0.104572950493803,"Non-significant","Healthy Control vs Sporadic","V08",NA
"85","DBNL","OID20681","Q9UJU6","Inflammation",-1.06664106060606,-1.30164772727273,-0.235006666666667,-2.43935045129642,0.0241540782390579,20.0043168050328,-1.97874595427705,-0.154536166935066,"Welch Two Sample t-test","two.sided",0.104572950493803,"Non-significant","Healthy Control vs Sporadic","V08",NA
"86","TRIM21","OID20533","P19474","Inflammation",-0.435731547619048,-2.26594583333333,-1.83021428571429,-2.43762971347754,0.0246435776773808,19.2472555099547,-0.8095390614591,-0.0619240337789945,"Welch Two Sample t-test","two.sided",0.105451588200885,"Non-significant","Healthy Control vs Sporadic","V08",NA
"87","TNFSF12","OID20624","O43508","Inflammation",-0.676008510638298,1.6654914893617,2.3415,-2.38318506015328,0.0254356527656996,23.9779673692273,-1.2614774539769,-0.0905395672996987,"Welch Two Sample t-test","two.sided",0.107437983440364,"Non-significant","Healthy Control vs Sporadic","V08",NA
"88","TNFSF13","OID20733","O75888","Inflammation",-0.84553,2.12985,2.97538,-2.37605306978452,0.0260875163521128,23.3093627831502,-1.58113159448855,-0.10992840551145,"Welch Two Sample t-test","two.sided",0.107437983440364,"Non-significant","Healthy Control vs Sporadic","V08",NA
"89","IL17C","OID20477","Q9P0M4","Inflammation",0.642527717391304,-1.2603847826087,-1.9029125,2.40661769445262,0.0262484099931256,19.3315958296703,0.0843724374975389,1.20068299728507,"Welch Two Sample t-test","two.sided",0.107437983440364,"Non-significant","Healthy Control vs Sporadic","V08",NA
"90","DNPH1","OID20744","O43598","Inflammation",-0.778440454545455,-1.51572045454545,-0.73728,-2.38007350049028,0.026275593776176,22.2913518267504,-1.45621960225797,-0.100661306832938,"Welch Two Sample t-test","two.sided",0.107437983440364,"Non-significant","Healthy Control vs Sporadic","V08",NA
"91","CST7","OID20704","O76096","Inflammation",-0.850342575757576,-1.51651590909091,-0.666173333333333,-2.38864680384079,0.0266587908226877,20.4313863178306,-1.59192800952046,-0.10875714199469,"Welch Two Sample t-test","two.sided",0.107806978271968,"Non-significant","Healthy Control vs Sporadic","V08",NA
"92","IKBKG","OID20544","Q9Y6K9","Inflammation",-0.480492857142857,-2.7046,-2.22410714285714,-2.36186697953189,0.0276067172044997,21.6557260975162,-0.902786107997838,-0.058199606287877,"Welch Two Sample t-test","two.sided",0.110425953214051,"Non-significant","Healthy Control vs Sporadic","V08",NA
"93","LGMN","OID20773","Q99538","Inflammation",-0.458440151515152,2.80339318181818,3.26183333333333,-2.35405551361119,0.027906558828551,22.0129744592289,-0.86230241777461,-0.0545778852556932,"Welch Two Sample t-test","two.sided",0.110425953214051,"Non-significant","Healthy Control vs Sporadic","V08",NA
"94","CCL23","OID20693","P55773","Inflammation",-0.78127696969697,-4.59586363636364,-3.81458666666667,-2.37560952027335,0.0283505683521854,18.7483066782419,-1.47024481983858,-0.0923091195553603,"Welch Two Sample t-test","two.sided",0.110989459080896,"Non-significant","Healthy Control vs Sporadic","V08",NA
